Address,Building Name,Zip Code,Sub-Market,Bed,Bath,Avg SF,# Units,Mix %,Units Available - Units,Units Available - Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions - %,Year Built,Year Renovated,Units,Land (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Balcony,Walk Score,Transit Score,1-Mile Population,1-Mile Median Household Income,Miles from Domain,Miles fom Downtown,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,637,14,0.067,1,0.71,1456,2.29,1456,2.29,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,724,18,0.086,0,0,1366,1.89,1366,1.89,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,761,18,0.086,2,0.111,1363,1.79,1363,1.79,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,769,25,0.119,2,0.08,1418,1.84,1418,1.84,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,901,20,0.095,4,0.2,1592,1.77,1592,1.77,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,2,2,1108,24,0.114,6,0.25,1837,1.66,1837,1.66,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,2,2,1256,24,0.114,0,0,1822,1.45,1822,1.45,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,2,2,1263,24,0.114,3,0.125,1989,1.57,1989,1.57,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,3,2,1384,9,0.043,2,0.22,2109,1.52,2109,1.52,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,3,2,1392,9,0.043,1,0.11,2441,1.75,2441,1.75,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,468,4,0.017,0,0,1081,2.31,1072,2.29,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,626,31,0.132,0,0,1200,1.92,1190,1.9,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,702,3,0.013,0,0,1129,1.61,1120,1.59,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,727,35,0.149,5,0.143,1180,1.62,1170,1.61,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,768,56,0.238,3,0.054,1285,1.67,1274,1.66,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,1,1,811,42,0.179,6,0.143,1247,1.54,1237,1.52,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,2,2,950,4,0.017,0,0,1667,1.76,1654,1.74,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,2,2,1008,6,0.026,6,1,1650,1.64,1636,1.62,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,2,2,1066,6,0.026,2,0.333,1590,1.49,1577,1.48,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,2,2,1142,33,0.14,5,0.152,1735,1.52,1721,1.51,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,2,2,1216,7,0.03,0,0,1650,1.36,1636,1.35,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
10801 S Interstate 35,Farmhouse Apartments,78747,Onion Creek MF,3,3,1603,8,0.034,0,0,1667,1.76,1654,1.74,0.08,2017,,235,7.45,7.2,Yes in unit,0,1,1,31,22,9018,83030,23.97,11.93,,
1601 E Slaughter Ln,River Ridge Estates,78747,Onion Creek MF,0,1,-,-,-,-,-,-,-,-,-,-,2001,,517,91.91,6.8,no,0,0,0,11,0,4838,74828,22.57,10.53,,
1601 E Slaughter Ln,River Ridge Estates,78747,Onion Creek MF,3,2,1336,517,1,2,0.004,1309,0.98,1299,0.97,0.08,2001,,517,91.91,6.8,no,0,0,0,11,0,4838,74828,22.57,10.53,,
1601 E Slaughter Ln,River Ridge Estates,78747,Onion Creek MF,4,2,-,-,-,-,-,1500,-,1488,-,0.08,2001,,517,91.91,6.8,no,0,0,0,11,0,4838,74828,22.57,10.53,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,1,1,705,72,0.187,1,0.014,1003,1.42,977,1.39,0.002,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,1,1,807,70,0.181,3,0.043,1019,1.26,993,1.23,0.002,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,1,1,934,14,0.036,0,0,1135,1.22,1105,1.18,0.002,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,2,2,1056,96,0.249,1,0.01,1177,1.11,1135,1.07,0.003,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,2,2,1121,72,18.7,7,0.097,1171,1.04,1129,1.04,0.003,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,2,2,1194,26,0.067,0,0,1280,1.07,1234,1.03,0.003,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,2,2,1206,4,0.01,1,0.25,1290,1.07,1244,1.03,0.003,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10701 S I H 35,Onion Creek Luxury Apartments,78747,Onion Creek MF,2,2,1380,32,0.083,2,0.063,1471,1.07,1348,0.098,0.008,2006,,386,24.29,7,no,1,0,0,13,21,9444,81456,23.81,11.77,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,556,23,0.051,3,0.13,940,1.69,940,1.69,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,617,23,0.051,3,0.13,990,1.6,990,1.6,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,692,23,0.051,4,0.174,1110,1.6,1110,1.6,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,798,23,0.051,0,0,1255,1.57,1255,1.57,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,813,23,0.051,5,0.217,1210,1.49,1210,1.49,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,818,23,0.051,0,0,1315,1.61,1315,1.61,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,956,23,0.051,0,0,1385,1.45,1385,1.45,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,1,1,992,23,0.051,0,0,1338,1.35,1338,1.35,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,955,23,0.051,7,0.304,1225,1.28,1225,1.28,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1000,23,0.051,0,0,1278,1.28,1278,1.28,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1084,23,0.051,9,0.391,1285,1.19,1285,1.19,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1124,23,0.051,4,0.174,1410,1.25,1410,1.25,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1155,22,0.049,2,0.091,1385,1.2,1385,1.2,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1181,22,0.049,5,0.227,1490,1.26,1490,1.26,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1243,22,0.049,4,0.182,1350,1.09,1350,1.09,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,2,2,1278,22,0.049,4,0.182,1415,1.11,1415,1.11,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,3,2,1278,22,0.049,0,0,1565,1.2,1565,1.2,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,3,2,1307,22,0.049,6,0.273,1525,1.1,1525,1.1,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,3,2,1388,22,0.049,2,9.1,1570,1.13,1570,1.13,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
10505 S I H 35,Asher Apartments,78747,Onion Creek MF,3,2,1391,22,0.049,2,9.1,1530,1.07,1530,1.07,0,2003,,452,56.33,5.5,Yes but not in unit,1,0,1,26,18,9062,75238,23.76,11.72,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,1,1,727,96,0.324,8,0.083,1078,1.48,1033,1.42,0.004,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,1,1,728,36,0.122,9,0.25,1148,1.58,1101,1.51,0.0041,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,2,2,981,60,0.203,10,0.167,1253,1.28,1234,1.26,0.0015,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,2,2,1060,14,0.047,0,0,1194,1.13,1175,1.11,0.0015,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,2,2,1101,26,0.088,4,0.154,1343,1.22,1323,1.2,0.0015,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,2,2,1117,40,0.135,6,0.15,1474,1.32,1451,1.3,0.0015,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,3,2,1308,12,0.041,1,0.083,2133,1.63,2086,1.59,0.0022,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11001 S 1st St,Colonial Grand at Double Creek,78748,Southpark Meadows MF,3,2,1364,12,0.041,8,0.667,1533,1.12,1499,1.1,0.0022,2012,,296,23.97,6.1,Yes in unit,1,1,1,22,26,8667,80229,23.34,11.3,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,0,1,450,2,0.007,1,0.5,875,1.94,875,1.94,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,1,1,582,40,0.137,4,0.1,920,1.58,920,1.58,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,1,1,648,41,0.14,7,0.171,961,1.48,961,1.48,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,1,1,725,46,15.7,5,0.109,1044,1.44,1044,1.44,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,1,1,829,35,0.119,0,0,1083,1.31,1.83,1.31,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,1,1,915,22,0.075,1,0.046,1253,1.37,1253,1.37,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,2,2,921,22,0.075,0,0,1395,1.52,1398,1.52,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,2,2,963,29,0.099,2,0.069,1375,1.43,1375,1.43,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,2,2,1059,10,0.034,3,0.3,1405,1.33,1405,1.33,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,2,2,1160,13,0.044,1,0.077,1509,1.3,1509,1.3,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,3,2,1330,17,0.058,2,0.118,1628,1.22,1628,1.22,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
11301 Farrah Ln,Landing Double Creek,78748,Southpark Meadows MF,3,2,1388,6,0.02,1,0.167,1756,1.27,1756,1.27,0,2013,,293,14.1,8.2,Yes in unit,1,0,0,29,0,7039,80715,22.96,10.93,,
9323 Manchaca Rd ,The Atlantic Grand Oaks,78748,South Austin MF,1,1,744,48,0.2,3,0.063,963,1.29,963,1.29,0,2000,,240,19.28,7.9,Yes but not in unit,1,1,0,45,29,16384,69460,21.04,11.42,,
9323 Manchaca Rd ,The Atlantic Grand Oaks,78748,South Austin MF,2,2,1038,116,0.483,10,0.086,1240,1.19,1216,1.17,2,2000,,240,19.28,7.9,Yes but not in unit,1,1,0,45,29,16384,69460,21.04,11.42,,
9323 Manchaca Rd ,The Atlantic Grand Oaks,78748,South Austin MF,3,2,1174,56,0.233,2,0.036,1518,1.29,1518,1.29,0,2000,,240,19.28,7.9,Yes but not in unit,1,1,0,45,29,16384,69460,21.04,11.42,,
9323 Manchaca Rd ,The Atlantic Grand Oaks,78748,South Austin MF,4,2,1417,20,0.083,3,0.15,1699,1.2,1699,1.2,0,2000,,240,19.28,7.9,Yes but not in unit,1,1,0,45,29,16384,69460,21.04,11.42,,
10601 Old Manchaca Rd,The Cove,78748,Slaughter Creek MF,1,1,630,104,0.5,6,0.058,950,1.51,928,1.47,0.0023,2009,,208,9.64,7.2,Yes in unit,1,1,0,35,23,12572,79335,22.93,11.86,,
10601 Old Manchaca Rd,The Cove,78748,Slaughter Creek MF,1,1,858,16,0.077,2,0.12,1095,1.28,1070,1.25,0.0023,2009,,208,9.64,7.2,Yes in unit,1,1,0,35,23,12572,79335,22.93,11.86,,
10601 Old Manchaca Rd,The Cove,78748,Slaughter Creek MF,2,1,988,16,0.077,2,0.125,1340,1.36,1317,1.33,0.0017,2009,,208,9.64,7.2,Yes in unit,1,1,0,35,23,12572,79335,22.93,11.86,,
10601 Old Manchaca Rd,The Cove,78748,Slaughter Creek MF,2,2,900,48,0.231,6,0.125,1390,1.54,1366,1.52,0.0017,2009,,208,9.64,7.2,Yes in unit,1,1,0,35,23,12572,79335,22.93,11.86,,
10601 Old Manchaca Rd,The Cove,78748,Slaughter Creek MF,2,2,1159,24,0.115,6,0.25,1489,1.28,1463,1.26,0.0017,2009,,208,9.64,7.2,Yes in unit,1,1,0,35,23,12572,79335,22.93,11.86,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,1,1,680,12,0.04,6,0.5,900,1.32,825,1.21,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,1,1,690,3,0.01,0,0,762,1.1,699,1.01,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,1,1,755,12,0.04,2,0.167,1005,1.33,921,1.22,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,1,1,909,13,0.043,7,0.539,985,1.08,903,0.99,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,2,2,1062,61,0.204,4,0.066,1145,1.08,1121,1.06,0.0021,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,2,2,1116,61,0.204,4,0.066,1265,1.13,1239,1.11,0.0021,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,2,2,1211,62,0.207,22,0.355,1188,0.98,1163,0.96,0.0021,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,2,2,1234,62,0.207,4,0.065,1260,1.02,1234,1,0.0021,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,3,2,1265,6,0.02,4,0.667,1525,1.21,1398,1.1,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1901 Onion Creek Pky,Colonial Grand at Onion Creek,78748,Southpark Meadows MF,3,2,1410,7,0.023,2,0.286,1865,1.32,1709,1.21,0.0083,2008,,299,32,4.7,Yes in unit,0,1,1,29,0,6732,80916,23.1,11.06,,
1215 Slaughter Ln W,Iron Rock Ranch,78748,Mary Moore Park MF,1,1,810,72,0.24,4,0.056,1030,1.27,1008,1.25,0.0021,2001,,300,22.67,9.3,Yes in unit,1,1,0,33,28,16540,68153,22.55,10.51,,
1215 Slaughter Ln W,Iron Rock Ranch,78748,Mary Moore Park MF,1,1.5,811,24,8,1,0.042,1090,1.34,1067,1.32,0.0021,2001,,300,22.67,9.3,Yes in unit,1,1,0,33,28,16540,68153,22.55,10.51,,
1215 Slaughter Ln W,Iron Rock Ranch,78748,Mary Moore Park MF,2,2,1036,72,0.24,6,0.083,1195,1.15,1174,1.13,0.0018,2001,,300,22.67,9.3,Yes in unit,1,1,0,33,28,16540,68153,22.55,10.51,,
1215 Slaughter Ln W,Iron Rock Ranch,78748,Mary Moore Park MF,2,2.5,1131,60,0.2,16,0.267,1315,1.16,1292,1.14,0.0018,2001,,300,22.67,9.3,Yes in unit,1,1,0,33,28,16540,68153,22.55,10.51,,
1215 Slaughter Ln W,Iron Rock Ranch,78748,Mary Moore Park MF,3,2,1339,72,0.24,4,0.097,1420,1.06,1379,1.03,0.0029,2001,,300,22.67,9.3,Yes in unit,1,1,0,33,28,16540,68153,22.55,10.51,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,640,34,0.069,2,0.059,989,1.55,989,1.55,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,659,34,0.069,3,0.088,1099,1.67,1099,1.67,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,692,34,0.069,1,0.029,1069,1.54,1069,1.54,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,697,34,0.069,1,0.029,1069,1.56,1.89,1.56,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,751,34,0.069,5,0.147,989,1.32,989,1.32,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,772,34,0.069,1,0.029,1009,1.31,1009,1.31,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,870,34,0.069,6,0.177,1169,1.34,1169,1.34,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,1,1,871,34,0.069,1,0.029,1269,1.46,1269,1.46,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,1,893,20,0.004,1,0.005,1319,1.18,1319,1.48,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,1,1025,20,0.004,2,0.1,1369,1.34,1369,1.34,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,2,1013,26,0.052,3,0.115,1279,1.26,1279,1.26,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,2,1014,26,0.052,3,0.115,1269,1.25,1269,1.25,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,2,1041,25,0.05,4,0.16,1269,1.22,1269,1.22,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,2,1131,25,0.05,1,0.04,1379,1.22,1379,1.22,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,2,2,1134,25,0.05,1,0.04,1219,1.07,1219,1.07,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,3,2,1198,16,0.032,1,0.063,1713,1.43,1713,1.43,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
811 W Slaughter Ln,Camden Shadow Brook,78748,Mary Moore Park MF,3,2,1327,16,0.032,4,0.25,1779,1.34,1779,1.34,0,2007,,496,29.56,4.4,Yes in unit,1,0,0,45,37,16377,64857,22.01,9.97,,
8800 S 1st St,James on South First,78748,South Austin MF,1,1,629,56,0.224,6,0.107,1090,1.73,1086,1.73,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
8800 S 1st St,James on South First,78748,South Austin MF,1,1,695,55,0.22,0,0,1156,1.66,1152,1.66,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
8800 S 1st St,James on South First,78748,South Austin MF,1,1,759,55,0.22,3,0.055,1160,1.53,1155,1.52,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
8800 S 1st St,James on South First,78748,South Austin MF,2,1,954,20,0.08,3,0.15,1290,1.35,1285,1.35,0.004,2015,,250,13.26,2,Yes in unit,1,1,1,53,38,14688,63263,21.81,9.77,,
