Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available 0 Units,Units Available 0 Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions 0 %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,10Mile Population,10Mile Median Household Income,Miles from Domain,Miles fom Downtown,
311 Bowie St , Bowie,78703,2,2,"1,121",9,2.50%,0,0.00%,"3,534.00",3.15,"3,534.00",3.15,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,132",9,2.50%,0,0.00%,"2,874.00",2.54,"2,874.00",2.54,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,148",8,2.20%,1,12.50%,"3,223.00",2.81,"3,223.00",2.81,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,168",9,2.50%,2,22.20%,"3,525.00",3.02,"3,525.00",3.02,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,206",8,2.20%,0,0.00%,"3,868.00",3.21,"3,868.00",3.21,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,252",8,2.20%,0,0.00%,"3,722.00",2.97,"3,722.00",2.97,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,269",8,2.20%,2,25.00%,"4,935.00",3.89,"4,935.00",3.89,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,305",8,2.20%,0,0.00%,"3,891.00",2.98,"3,891.00",2.98,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,317",8,2.20%,0,0.00%,"3,561.00",2.70,"3,561.00",2.70,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,353",8,2.20%,0,0.00%,"3,783.00",2.80,"3,783.00",2.80,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,369",8,2.20%,0,0.00%,"4,096.00",2.99,"4,096.00",2.99,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,385",8,2.20%,0,0.00%,"4,966.00",3.59,"4,966.00",3.59,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,446",8,2.20%,0,0.00%,"5,757.00",3.98,"5,757.00",3.98,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,502",8,2.20%,6,75.00%,"5,169.00",3.44,"5,169.00",3.44,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,530",8,2.20%,0,0.00%,"5,789.00",3.78,"5,789.00",3.78,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,2,2,"1,682",8,2.20%,0,0.00%,"6,278.00",3.73,"6,278.00",3.73,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,3,3,"2,312",4,1.10%,0,0.00%,"11,004.00",4.76,"11,004.00",4.76,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
311 Bowie St , Bowie,78703,3,3,"2,654",4,1.10%,4,100.00%,"10,535.00",3.97,"10,535.00",3.97,0.00%,2015,2015,358,,8.10%,Yes in unit,1,1,95,68,"19,627","104,316",11.5,1.5,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,1,1,658,60,23.40%,6,10.00%,"1,573.00",2.39,"1,573.00",2.39,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,1,1,786,12,4.70%,2,16.70%,"1,744.00",2.22,"1,744.00",2.22,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,1,1,825,12,4.70%,2,16.70%,"1,806.00",2.19,"1,806.00",2.19,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,1,1,828,36,14.10%,3,8.30%,"1,747.00",2.11,"1,747.00",2.11,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,2,1,907,36,14.10%,7,19.40%,"2,044.00",2.25,"2,044.00",2.25,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,2,2,"1,078",16,6.30%,0,0.00%,"1,938.00",1.80,"1,938.00",1.80,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,2,2,"1,119",48,18.80%,4,8.30%,"2,199.00",1.97,"2,199.00",1.97,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,2,2,"1,167",16,6.30%,2,12.50%,"2,107.00",1.81,"2,107.00",1.81,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
2600 Lake Austin Blvd , The Boulevard at Town Lake,78703,2,2.5,"1,418",20,7.80%,0,0.00%,"2,954.00",2.08,"2,954.00",2.08,0.00%,1995,1995,256,12.00,3.90%,Yes in unit,1,1,65,41,"10,602","94,639",10.9,2.9,
300 N Lamar Blvd , AMLI 300,78703,0,1,530,5,3.20%,4,80.00%,"1,593.00",3.01,"1,593.00",3.01,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,561,20,13.00%,0,0.00%,"1,660.00",2.96,"1,660.00",2.96,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,626,3,1.90%,0,0.00%,"1,713.00",2.74,"1,713.00",2.74,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,650,2,1.30%,0,0.00%,"1,774.00",2.73,"1,774.00",2.73,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,676,3,1.90%,0,0.00%,"1,653.00",2.45,"1,653.00",2.45,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,705,3,1.90%,0,0.00%,"1,742.00",2.47,"1,742.00",2.47,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,768,3,1.90%,2,66.70%,"1,783.00",2.32,"1,783.00",2.32,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,803,2,1.30%,0,0.00%,"1,478.00",1.84,"1,478.00",1.84,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,821,3,1.90%,1,33.30%,"1,730.00",2.11,"1,730.00",2.11,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,831,1,0.60%,0,0.00%,"1,880.00",2.26,"1,880.00",2.26,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,890,1,0.60%,1,100.00%,"1,971.00",2.21,"1,971.00",2.21,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,1,"1,010",6,3.90%,0,0.00%,"2,175.00",2.15,"2,175.00",2.15,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,2,890,1,0.60%,1,100.00%,"1,999.00",2.25,"1,999.00",2.25,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,2,953,3,1.90%,1,33.30%,"2,344.00",2.46,"2,344.00",2.46,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,1,2,978,24,15.60%,2,8.30%,"2,428.00",2.48,"2,428.00",2.48,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,968,6,3.90%,0,0.00%,"2,145.00",2.22,"2,145.00",2.22,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,043",6,3.90%,2,33.30%,"2,433.00",2.33,"2,433.00",2.33,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,079",6,3.90%,0,0.00%,"2,433.00",2.25,"2,433.00",2.25,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,099",6,3.90%,2,33.30%,"2,602.00",2.37,"2,602.00",2.37,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,175",6,3.90%,2,33.30%,"2,716.00",2.31,"2,716.00",2.31,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,335",6,3.90%,0,0.00%,"2,933.00",2.20,"2,933.00",2.20,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,350",6,3.90%,3,50.00%,"2,560.00",1.90,"2,560.00",1.90,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,437",6,3.90%,0,0.00%,"2,626.00",1.83,"2,626.00",1.83,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,2,"1,685",6,3.90%,0,0.00%,"3,556.00",2.11,"3,556.00",2.11,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,3,"1,413",10,6.50%,0,0.00%,"2,907.00",2.06,"2,907.00",2.06,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
300 N Lamar Blvd , AMLI 300,78703,2,3,"1,685",10,6.50%,0,0.00%,"3,210.00",1.91,"3,210.00",1.91,0.00%,2007,2007,154,1.89,7.10%,Yes in unit,1,1,94,66,"18,682","105,165",11,1.7,
1403 Norwalk Ln , Tarrytown Flats,78703,0,1,267,6,9.80%,2,33.30%,795.00,2.98,787.00,2.95,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,1,1,447,7,11.50%,0,0.00%,"1,050.00",2.35,"1,040.00",2.33,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,1,1,502,7,11.50%,0,0.00%,900.00,1.79,891.00,1.78,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,1,1,544,14,23.00%,0,0.00%,797.00,1.47,789.00,1.45,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,1,1,727,7,11.50%,0,0.00%,"1,295.00",1.78,"1,282.00",1.76,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,1,1,789,7,11.50%,0,0.00%,"1,295.00",1.64,"1,282.00",1.63,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,2,2,975,6,9.80%,6,100.00%,"1,595.00",1.64,"1,579.00",1.62,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,2,2,"1,100",6,9.80%,0,0.00%,"1,595.00",1.45,"1,579.00",1.44,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
1403 Norwalk Ln , Tarrytown Flats,78703,3,2.5,"1,950",1,1.60%,0,0.00%,"1,595.00",0.82,"1,579.00",0.81,1.00%,1962,1962,61,1.95,13.10%,Yes but not in unit,1,1,48,35,"12,633","115,690",10.1,2.4,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,590,10,4.50%,1,10.00%,"1,966.00",3.33,"1,966.00",3.33,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,656,10,4.50%,0,0.00%,"2,090.00",3.19,"2,090.00",3.19,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,706,10,4.50%,0,0.00%,"2,110.00",2.99,"2,110.00",2.99,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,758,10,4.50%,1,10.00%,"2,645.00",3.49,"2,645.00",3.49,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,828,10,4.50%,2,20.00%,"2,455.00",2.96,"2,455.00",2.96,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,848,9,4.00%,1,11.10%,"2,700.00",3.18,"2,700.00",3.18,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,879,9,4.00%,1,11.10%,"2,740.00",3.12,"2,740.00",3.12,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,890,9,4.00%,2,22.20%,"2,940.00",3.30,"2,940.00",3.30,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,901,9,4.00%,1,11.10%,"2,650.00",2.94,"2,650.00",2.94,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,907,9,4.00%,0,0.00%,"2,672.00",2.95,"2,672.00",2.95,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1,968,10,4.50%,2,20.00%,"3,335.00",3.45,"3,335.00",3.45,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1.5,"1,079",9,4.00%,0,0.00%,"3,498.00",3.24,"3,498.00",3.24,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,1,1.5,"1,090",10,4.50%,0,0.00%,"3,325.00",3.05,"3,325.00",3.05,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,233",9,4.00%,0,0.00%,"3,394.00",2.75,"3,394.00",2.75,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,245",10,4.50%,1,10.00%,"3,266.00",2.62,"3,266.00",2.62,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,318",10,4.50%,0,0.00%,"4,010.00",3.04,"4,010.00",3.04,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,347",10,4.50%,3,30.00%,"3,751.00",2.78,"3,751.00",2.78,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,348",10,4.50%,0,0.00%,"5,030.00",3.73,"5,030.00",3.73,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,418",10,4.50%,0,0.00%,"3,453.00",2.43,"3,453.00",2.43,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,420",10,4.50%,1,10.00%,"4,015.00",2.83,"4,015.00",2.83,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2,"1,454",10,4.50%,0,0.00%,"4,141.00",2.85,"4,141.00",2.85,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2.5,"1,536",10,4.50%,1,10.00%,"5,265.00",3.43,"5,265.00",3.43,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
111 Sandra Muraida Way , Gables Park Tower,78703,2,2.5,"1,556",10,4.50%,0,0.00%,"5,025.00",3.23,"5,025.00",3.23,0.00%,2014,2014,223,1.81,3.10%,Yes in unit,1,1,92,69,"20,074","104,403",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,617,5,1.70%,2,40.00%,"2,124.00",3.44,"2,111.00",3.42,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,620,8,2.80%,2,25.00%,"2,096.00",3.38,"2,082.00",3.36,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,667,17,5.90%,6,35.30%,"2,092.00",3.14,"2,079.00",3.12,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,669,24,8.30%,6,25.00%,"2,080.00",3.11,"2,067.00",3.09,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,706,10,3.40%,0,0.00%,"1,830.00",2.59,"1,818.00",2.58,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,747,47,16.20%,4,8.50%,"2,005.00",2.68,"1,992.00",2.67,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,755,12,4.10%,0,0.00%,"1,944.00",2.57,"1,932.00",2.56,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,798,56,19.30%,6,10.70%,"2,263.00",2.84,"2,249.00",2.82,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,845,23,7.90%,2,8.70%,"2,429.00",2.87,"2,414.00",2.86,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,"1,238",12,4.10%,2,16.70%,"2,860.00",2.31,"2,842.00",2.30,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,1,1,"1,416",2,0.70%,0,0.00%,"3,378.00",2.39,"3,356.00",2.37,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,121",21,7.20%,2,9.50%,"2,911.00",2.60,"2,893.00",2.58,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,201",8,2.80%,0,0.00%,"2,793.00",2.33,"2,775.00",2.31,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,234",7,2.40%,2,28.60%,"2,786.00",2.26,"2,768.00",2.24,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,237",7,2.40%,4,57.10%,"3,035.00",2.45,"3,016.00",2.44,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,277",7,2.40%,0,0.00%,"3,093.00",2.42,"3,073.00",2.41,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,297",14,4.80%,6,42.90%,"3,164.00",2.44,"3,144.00",2.42,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,820",5,1.70%,2,40.00%,"3,720.00",2.04,"3,696.00",2.03,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
115 Sandra Muraida Way , Gables Park Plaza,78703,2,2,"1,859",5,1.70%,0,0.00%,"4,346.00",2.34,"4,318.00",2.32,0.60%,2010,2010,290,2.71,5.20%,Yes in unit,1,1,93,67,"19,644","104,115",11.2,1.8,
809 Winflo Dr , Park Place,78703,1,1,530,46,92.00%,0,0.00%,"1,100.00",2.08,"1,091.00",2.06,0.80%,1962,1962,50,1.33,8.00%,Yes but not in unit,0,1,82,54,"22,748","77,224",10.8,1.6,
809 Winflo Dr , Park Place,78703,2,1,700,4,8.00%,1,25.00%,"1,375.00",1.96,"1,361.00",1.94,1.00%,1962,1962,50,1.33,8.00%,Yes but not in unit,0,1,82,54,"22,748","77,224",10.8,1.6,
1611 W 5th St , 5th Street Commons,78703,0,1,588,6,4.00%,0,0.00%,"1,646.00",2.80,"1,646.00",2.80,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,0,1,591,19,12.70%,3,15.80%,"1,918.00",3.25,"1,918.00",3.25,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,0,1,660,3,2.00%,0,0.00%,"1,808.00",2.74,"1,808.00",2.74,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,1,1,779,62,41.30%,8,12.90%,"1,930.00",2.48,"1,930.00",2.48,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,1,1,787,2,1.30%,0,0.00%,"2,606.00",3.31,"2,606.00",3.31,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,1,1,800,6,4.00%,0,0.00%,"2,379.00",2.97,"2,379.00",2.97,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,1,1,814,2,1.30%,0,0.00%,"1,874.00",2.30,"1,874.00",2.30,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
1611 W 5th St , 5th Street Commons,78703,1,1,994,3,2.00%,0,0.00%,"2,261.00",2.27,"2,261.00",2.27,0.00%,2008,2008,150,3.18,6.00%,Yes in unit,1,1,72,43,"14,681","97,244",10.5,2.1,
